source_short_name,ontology_id,candidate_ontology_ids,label,label_group_ids,value_group_ids,device_group_ids,image_selectors,fallback_selectors,related_node_ids,visibility_mode,confidence,notes
RF-C,,[],RF-C,"[""svg_122_6""]",[],"[""svg_122_6""]","[""image[href*=\""RF-C\""]"",""image[xlink\\:href*=\""RF-C\""]"",""image[href*=\""RF-C\""]""]","[""g[data-filter=\""RF-C\""]"",""[short-name=\""RF-C\""]"",""[sname=\""RF-C\""]"",""[data-shortname=\""RF-C\""]"",""[data-point-short-name=\""RF-C\""]"",""[data-filter*=\""RF-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RF-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RF-C\\\""\""]""]","[""svg_122_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
MAD-O,,[],MAD-O,"[""svg_102_6""]",[],"[""svg_102_6""]","[""image[href*=\""MAD-O\""]"",""image[xlink\\:href*=\""MAD-O\""]"",""image[href*=\""MAD-O\""]""]","[""g[data-filter=\""MAD-O\""]"",""[short-name=\""MAD-O\""]"",""[sname=\""MAD-O\""]"",""[data-shortname=\""MAD-O\""]"",""[data-point-short-name=\""MAD-O\""]"",""[data-filter*=\""MAD-O\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'MAD-O'\""]"",""use[key-data-attr*=\""pointShortName:\\\""MAD-O\\\""\""]""]","[""svg_102_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RF-S,,[],RF-S,"[""svg_116_6""]",[],"[""svg_116_6""]","[""image[href*=\""RF-S\""]"",""image[xlink\\:href*=\""RF-S\""]"",""image[href*=\""RF-S\""]""]","[""g[data-filter=\""RF-S\""]"",""[short-name=\""RF-S\""]"",""[sname=\""RF-S\""]"",""[data-shortname=\""RF-S\""]"",""[data-point-short-name=\""RF-S\""]"",""[data-filter*=\""RF-S\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RF-S'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RF-S\\\""\""]""]","[""svg_116_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RF-O,,[],RF-O,"[""svg_170_6""]",[],"[""svg_170_6""]","[""image[href*=\""RF-O\""]"",""image[xlink\\:href*=\""RF-O\""]"",""image[href*=\""RF-O\""]""]","[""g[data-filter=\""RF-O\""]"",""[short-name=\""RF-O\""]"",""[sname=\""RF-O\""]"",""[data-shortname=\""RF-O\""]"",""[data-point-short-name=\""RF-O\""]"",""[data-filter*=\""RF-O\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RF-O'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RF-O\\\""\""]""]","[""svg_170_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RAPLO-A,,[],RAPLO-A,"[""svg_197_6""]",[],"[""svg_197_6""]","[""image[href*=\""RAPLO-A\""]"",""image[xlink\\:href*=\""RAPLO-A\""]"",""image[href*=\""RAPLO-A\""]""]","[""g[data-filter=\""RAPLO-A\""]"",""[short-name=\""RAPLO-A\""]"",""[sname=\""RAPLO-A\""]"",""[data-shortname=\""RAPLO-A\""]"",""[data-point-short-name=\""RAPLO-A\""]"",""[data-filter*=\""RAPLO-A\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RAPLO-A'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RAPLO-A\\\""\""]""]","[""svg_197_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RA-SD,,[],RA-SD,"[""svg_251_6""]",[],"[""svg_251_6""]","[""image[href*=\""RA-SD\""]"",""image[xlink\\:href*=\""RA-SD\""]"",""image[href*=\""RA-SD\""]""]","[""g[data-filter=\""RA-SD\""]"",""[short-name=\""RA-SD\""]"",""[sname=\""RA-SD\""]"",""[data-shortname=\""RA-SD\""]"",""[data-point-short-name=\""RA-SD\""]"",""[data-filter*=\""RA-SD\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RA-SD'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RA-SD\\\""\""]""]","[""svg_251_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RA-T,,[],RA-T,"[""svg_266_6""]",[],"[""svg_266_6""]","[""image[href*=\""RA-T\""]"",""image[xlink\\:href*=\""RA-T\""]"",""image[href*=\""RA-T\""]""]","[""g[data-filter=\""RA-T\""]"",""[short-name=\""RA-T\""]"",""[sname=\""RA-T\""]"",""[data-shortname=\""RA-T\""]"",""[data-point-short-name=\""RA-T\""]"",""[data-filter*=\""RA-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RA-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RA-T\\\""\""]""]","[""svg_266_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RAT-SP,,[],RAT-SP,"[""svg_328_6""]",[],"[""svg_328_6""]","[""image[href*=\""RAT-SP\""]"",""image[xlink\\:href*=\""RAT-SP\""]"",""image[href*=\""RAT-SP\""]""]","[""g[data-filter=\""RAT-SP\""]"",""[short-name=\""RAT-SP\""]"",""[sname=\""RAT-SP\""]"",""[data-shortname=\""RAT-SP\""]"",""[data-point-short-name=\""RAT-SP\""]"",""[data-filter*=\""RAT-SP\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RAT-SP'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RAT-SP\\\""\""]""]","[""svg_328_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RA-H,,[],RA-H,"[""svg_331_6""]",[],"[""svg_331_6""]","[""image[href*=\""RA-H\""]"",""image[xlink\\:href*=\""RA-H\""]"",""image[href*=\""RA-H\""]""]","[""g[data-filter=\""RA-H\""]"",""[short-name=\""RA-H\""]"",""[sname=\""RA-H\""]"",""[data-shortname=\""RA-H\""]"",""[data-point-short-name=\""RA-H\""]"",""[data-filter*=\""RA-H\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RA-H'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RA-H\\\""\""]""]","[""svg_331_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RAH-SP,,[],RAH-SP,"[""svg_337_6""]",[],"[""svg_337_6""]","[""image[href*=\""RAH-SP\""]"",""image[xlink\\:href*=\""RAH-SP\""]"",""image[href*=\""RAH-SP\""]""]","[""g[data-filter=\""RAH-SP\""]"",""[short-name=\""RAH-SP\""]"",""[sname=\""RAH-SP\""]"",""[data-shortname=\""RAH-SP\""]"",""[data-point-short-name=\""RAH-SP\""]"",""[data-filter*=\""RAH-SP\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RAH-SP'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RAH-SP\\\""\""]""]","[""svg_337_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RA-P,,[],RA-P,"[""svg_348_6""]",[],"[""svg_348_6""]","[""image[href*=\""RA-P\""]"",""image[xlink\\:href*=\""RA-P\""]"",""image[href*=\""RA-P\""]""]","[""g[data-filter=\""RA-P\""]"",""[short-name=\""RA-P\""]"",""[sname=\""RA-P\""]"",""[data-shortname=\""RA-P\""]"",""[data-point-short-name=\""RA-P\""]"",""[data-filter*=\""RA-P\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RA-P'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RA-P\\\""\""]""]","[""svg_348_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RAP-SP,,[],RAP-SP,"[""svg_352_6""]",[],"[""svg_352_6""]","[""image[href*=\""RAP-SP\""]"",""image[xlink\\:href*=\""RAP-SP\""]"",""image[href*=\""RAP-SP\""]""]","[""g[data-filter=\""RAP-SP\""]"",""[short-name=\""RAP-SP\""]"",""[sname=\""RAP-SP\""]"",""[data-shortname=\""RAP-SP\""]"",""[data-point-short-name=\""RAP-SP\""]"",""[data-filter*=\""RAP-SP\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RAP-SP'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RAP-SP\\\""\""]""]","[""svg_352_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
MOAD-S,,[],MOAD-S,"[""svg_354_6""]",[],"[""svg_354_6""]","[""image[href*=\""MOAD-S\""]"",""image[xlink\\:href*=\""MOAD-S\""]"",""image[href*=\""MOAD-S\""]""]","[""g[data-filter=\""MOAD-S\""]"",""[short-name=\""MOAD-S\""]"",""[sname=\""MOAD-S\""]"",""[data-shortname=\""MOAD-S\""]"",""[data-point-short-name=\""MOAD-S\""]"",""[data-filter*=\""MOAD-S\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'MOAD-S'\""]"",""use[key-data-attr*=\""pointShortName:\\\""MOAD-S\\\""\""]""]","[""svg_354_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
MOAD-C,,[],MOAD-C,"[""svg_357_6""]",[],"[""svg_357_6""]","[""image[href*=\""MOAD-C\""]"",""image[xlink\\:href*=\""MOAD-C\""]"",""image[href*=\""MOAD-C\""]""]","[""g[data-filter=\""MOAD-C\""]"",""[short-name=\""MOAD-C\""]"",""[sname=\""MOAD-C\""]"",""[data-shortname=\""MOAD-C\""]"",""[data-point-short-name=\""MOAD-C\""]"",""[data-filter*=\""MOAD-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'MOAD-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""MOAD-C\\\""\""]""]","[""svg_357_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
GEF-C,,[],GEF-C,"[""svg_374_6""]",[],"[""svg_374_6""]","[""image[href*=\""GEF-C\""]"",""image[xlink\\:href*=\""GEF-C\""]"",""image[href*=\""GEF-C\""]""]","[""g[data-filter=\""GEF-C\""]"",""[short-name=\""GEF-C\""]"",""[sname=\""GEF-C\""]"",""[data-shortname=\""GEF-C\""]"",""[data-point-short-name=\""GEF-C\""]"",""[data-filter*=\""GEF-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'GEF-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""GEF-C\\\""\""]""]","[""svg_374_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
GEF-S,,[],GEF-S,"[""svg_391_6""]",[],"[""svg_391_6""]","[""image[href*=\""GEF-S\""]"",""image[xlink\\:href*=\""GEF-S\""]"",""image[href*=\""GEF-S\""]""]","[""g[data-filter=\""GEF-S\""]"",""[short-name=\""GEF-S\""]"",""[sname=\""GEF-S\""]"",""[data-shortname=\""GEF-S\""]"",""[data-point-short-name=\""GEF-S\""]"",""[data-filter*=\""GEF-S\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'GEF-S'\""]"",""use[key-data-attr*=\""pointShortName:\\\""GEF-S\\\""\""]""]","[""svg_391_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
PFILT-S,,[],PFILT-S,"[""svg_32_6""]",[],"[""svg_32_6""]","[""image[href*=\""PFILT-S\""]"",""image[xlink\\:href*=\""PFILT-S\""]"",""image[href*=\""PFILT-S\""]""]","[""g[data-filter=\""PFILT-S\""]"",""[short-name=\""PFILT-S\""]"",""[sname=\""PFILT-S\""]"",""[data-shortname=\""PFILT-S\""]"",""[data-point-short-name=\""PFILT-S\""]"",""[data-filter*=\""PFILT-S\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'PFILT-S'\""]"",""use[key-data-attr*=\""pointShortName:\\\""PFILT-S\\\""\""]""]","[""svg_32_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
MA-T,,[],MA-T,"[""svg_272_6""]",[],"[""svg_272_6""]","[""image[href*=\""MA-T\""]"",""image[xlink\\:href*=\""MA-T\""]"",""image[href*=\""MA-T\""]""]","[""g[data-filter=\""MA-T\""]"",""[short-name=\""MA-T\""]"",""[sname=\""MA-T\""]"",""[data-shortname=\""MA-T\""]"",""[data-point-short-name=\""MA-T\""]"",""[data-filter*=\""MA-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'MA-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""MA-T\\\""\""]""]","[""svg_272_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
PH-O,,[],PH-O,"[""svg_368_6""]",[],"[""svg_368_6""]","[""image[href*=\""PH-O\""]"",""image[xlink\\:href*=\""PH-O\""]"",""image[href*=\""PH-O\""]""]","[""g[data-filter=\""PH-O\""]"",""[short-name=\""PH-O\""]"",""[sname=\""PH-O\""]"",""[data-shortname=\""PH-O\""]"",""[data-point-short-name=\""PH-O\""]"",""[data-filter*=\""PH-O\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'PH-O'\""]"",""use[key-data-attr*=\""pointShortName:\\\""PH-O\\\""\""]""]","[""svg_368_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
PH-POS,,[],PH-POS,"[""svg_370_6""]",[],"[""svg_370_6""]","[""image[href*=\""PH-POS\""]"",""image[xlink\\:href*=\""PH-POS\""]"",""image[href*=\""PH-POS\""]""]","[""g[data-filter=\""PH-POS\""]"",""[short-name=\""PH-POS\""]"",""[sname=\""PH-POS\""]"",""[data-shortname=\""PH-POS\""]"",""[data-point-short-name=\""PH-POS\""]"",""[data-filter*=\""PH-POS\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'PH-POS'\""]"",""use[key-data-attr*=\""pointShortName:\\\""PH-POS\\\""\""]""]","[""svg_370_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
PH-T,,[],PH-T,"[""svg_384_6""]",[],"[""svg_384_6""]","[""image[href*=\""PH-T\""]"",""image[xlink\\:href*=\""PH-T\""]"",""image[href*=\""PH-T\""]""]","[""g[data-filter=\""PH-T\""]"",""[short-name=\""PH-T\""]"",""[sname=\""PH-T\""]"",""[data-shortname=\""PH-T\""]"",""[data-point-short-name=\""PH-T\""]"",""[data-filter*=\""PH-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'PH-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""PH-T\\\""\""]""]","[""svg_384_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
CLG-O,,[],CLG-O,"[""svg_120_6""]",[],"[""svg_120_6""]","[""image[href*=\""CLG-O\""]"",""image[xlink\\:href*=\""CLG-O\""]"",""image[href*=\""CLG-O\""]""]","[""g[data-filter=\""CLG-O\""]"",""[short-name=\""CLG-O\""]"",""[sname=\""CLG-O\""]"",""[data-shortname=\""CLG-O\""]"",""[data-point-short-name=\""CLG-O\""]"",""[data-filter*=\""CLG-O\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'CLG-O'\""]"",""use[key-data-attr*=\""pointShortName:\\\""CLG-O\\\""\""]""]","[""svg_120_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
CLG-POS,,[],CLG-POS,"[""svg_132_6""]",[],"[""svg_132_6""]","[""image[href*=\""CLG-POS\""]"",""image[xlink\\:href*=\""CLG-POS\""]"",""image[href*=\""CLG-POS\""]""]","[""g[data-filter=\""CLG-POS\""]"",""[short-name=\""CLG-POS\""]"",""[sname=\""CLG-POS\""]"",""[data-shortname=\""CLG-POS\""]"",""[data-point-short-name=\""CLG-POS\""]"",""[data-filter*=\""CLG-POS\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'CLG-POS'\""]"",""use[key-data-attr*=\""pointShortName:\\\""CLG-POS\\\""\""]""]","[""svg_132_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
CC-T,,[],CC-T,"[""svg_194_6""]",[],"[""svg_194_6""]","[""image[href*=\""CC-T\""]"",""image[xlink\\:href*=\""CC-T\""]"",""image[href*=\""CC-T\""]""]","[""g[data-filter=\""CC-T\""]"",""[short-name=\""CC-T\""]"",""[sname=\""CC-T\""]"",""[data-shortname=\""CC-T\""]"",""[data-point-short-name=\""CC-T\""]"",""[data-filter*=\""CC-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'CC-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""CC-T\\\""\""]""]","[""svg_194_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RH-O,,[],RH-O,"[""svg_204_6""]",[],"[""svg_204_6""]","[""image[href*=\""RH-O\""]"",""image[xlink\\:href*=\""RH-O\""]"",""image[href*=\""RH-O\""]""]","[""g[data-filter=\""RH-O\""]"",""[short-name=\""RH-O\""]"",""[sname=\""RH-O\""]"",""[data-shortname=\""RH-O\""]"",""[data-point-short-name=\""RH-O\""]"",""[data-filter*=\""RH-O\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RH-O'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RH-O\\\""\""]""]","[""svg_204_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RH-POS,,[],RH-POS,"[""svg_208_6""]",[],"[""svg_208_6""]","[""image[href*=\""RH-POS\""]"",""image[xlink\\:href*=\""RH-POS\""]"",""image[href*=\""RH-POS\""]""]","[""g[data-filter=\""RH-POS\""]"",""[short-name=\""RH-POS\""]"",""[sname=\""RH-POS\""]"",""[data-shortname=\""RH-POS\""]"",""[data-point-short-name=\""RH-POS\""]"",""[data-filter*=\""RH-POS\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RH-POS'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RH-POS\\\""\""]""]","[""svg_208_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
RHC-T,,[],RHC-T,"[""svg_227_6""]",[],"[""svg_227_6""]","[""image[href*=\""RHC-T\""]"",""image[xlink\\:href*=\""RHC-T\""]"",""image[href*=\""RHC-T\""]""]","[""g[data-filter=\""RHC-T\""]"",""[short-name=\""RHC-T\""]"",""[sname=\""RHC-T\""]"",""[data-shortname=\""RHC-T\""]"",""[data-point-short-name=\""RHC-T\""]"",""[data-filter*=\""RHC-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'RHC-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""RHC-T\\\""\""]""]","[""svg_227_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
DAPHI-A,,[],DAPHI-A,"[""svg_394_6""]",[],"[""svg_394_6""]","[""image[href*=\""DAPHI-A\""]"",""image[xlink\\:href*=\""DAPHI-A\""]"",""image[href*=\""DAPHI-A\""]""]","[""g[data-filter=\""DAPHI-A\""]"",""[short-name=\""DAPHI-A\""]"",""[sname=\""DAPHI-A\""]"",""[data-shortname=\""DAPHI-A\""]"",""[data-point-short-name=\""DAPHI-A\""]"",""[data-filter*=\""DAPHI-A\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'DAPHI-A'\""]"",""use[key-data-attr*=\""pointShortName:\\\""DAPHI-A\\\""\""]""]","[""svg_394_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
FFILT-S,,[],FFILT-S,"[""svg_443_6""]",[],"[""svg_443_6""]","[""image[href*=\""FFILT-S\""]"",""image[xlink\\:href*=\""FFILT-S\""]"",""image[href*=\""FFILT-S\""]""]","[""g[data-filter=\""FFILT-S\""]"",""[short-name=\""FFILT-S\""]"",""[sname=\""FFILT-S\""]"",""[data-shortname=\""FFILT-S\""]"",""[data-point-short-name=\""FFILT-S\""]"",""[data-filter*=\""FFILT-S\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'FFILT-S'\""]"",""use[key-data-attr*=\""pointShortName:\\\""FFILT-S\\\""\""]""]","[""svg_443_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
DA-SD,,[],DA-SD,"[""svg_445_6""]",[],"[""svg_445_6""]","[""image[href*=\""DA-SD\""]"",""image[xlink\\:href*=\""DA-SD\""]"",""image[href*=\""DA-SD\""]""]","[""g[data-filter=\""DA-SD\""]"",""[short-name=\""DA-SD\""]"",""[sname=\""DA-SD\""]"",""[data-shortname=\""DA-SD\""]"",""[data-point-short-name=\""DA-SD\""]"",""[data-filter*=\""DA-SD\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'DA-SD'\""]"",""use[key-data-attr*=\""pointShortName:\\\""DA-SD\\\""\""]""]","[""svg_445_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
DA-T,,[],DA-T,"[""svg_449_6""]",[],"[""svg_449_6""]","[""image[href*=\""DA-T\""]"",""image[xlink\\:href*=\""DA-T\""]"",""image[href*=\""DA-T\""]""]","[""g[data-filter=\""DA-T\""]"",""[short-name=\""DA-T\""]"",""[sname=\""DA-T\""]"",""[data-shortname=\""DA-T\""]"",""[data-point-short-name=\""DA-T\""]"",""[data-filter*=\""DA-T\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'DA-T'\""]"",""use[key-data-attr*=\""pointShortName:\\\""DA-T\\\""\""]""]","[""svg_449_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
DAT-SP,,[],DAT-SP,"[""svg_452_6""]",[],"[""svg_452_6""]","[""image[href*=\""DAT-SP\""]"",""image[xlink\\:href*=\""DAT-SP\""]"",""image[href*=\""DAT-SP\""]""]","[""g[data-filter=\""DAT-SP\""]"",""[short-name=\""DAT-SP\""]"",""[sname=\""DAT-SP\""]"",""[data-shortname=\""DAT-SP\""]"",""[data-point-short-name=\""DAT-SP\""]"",""[data-filter*=\""DAT-SP\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'DAT-SP'\""]"",""use[key-data-attr*=\""pointShortName:\\\""DAT-SP\\\""\""]""]","[""svg_452_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
CLG7-C,,[],CLG7-C,"[""svg_335_6""]",[],"[""svg_335_6""]","[""image[href*=\""CLG7-C\""]"",""image[xlink\\:href*=\""CLG7-C\""]"",""image[href*=\""CLG7-C\""]""]","[""g[data-filter=\""CLG7-C\""]"",""[short-name=\""CLG7-C\""]"",""[sname=\""CLG7-C\""]"",""[data-shortname=\""CLG7-C\""]"",""[data-point-short-name=\""CLG7-C\""]"",""[data-filter*=\""CLG7-C\""]"",""[class*=\""bas-floor-graphics-display-point\""]"",""[class*=\""graphics-point-label\""]"",""[class*=\""graphics-point-value\""]"",""[class*=\""graphics-point-notfound\""]"",""use[key-data-attr*=\""pointShortName':'CLG7-C'\""]"",""use[key-data-attr*=\""pointShortName:\\\""CLG7-C\\\""\""]""]","[""svg_335_6""]",hide_when_unselected,0.12,generated from template point record; ontology mapping unresolved
